label,case,toy,variant,group,seed,epoch,time_to_ceiling,final_within_ceiling,mean_payoff,action_rate,mean_policy_action_probability_pre_revision,mean_policy_action_probability_post_local,mean_policy_action_probability_post_social,policy_action_probability_pre_revision_gt_0p5_rate,policy_action_probability_pre_revision_gt_0p7_rate,policy_action_probability_pre_revision_gt_0p9_rate,policy_action_probability_pre_revision_dwell_0p4_0p6_rate,policy_action_probability_pre_revision_p10,policy_action_probability_pre_revision_p50,policy_action_probability_pre_revision_p90,policy_action_probability_post_local_gt_0p5_rate,policy_action_probability_post_local_gt_0p7_rate,policy_action_probability_post_local_gt_0p9_rate,policy_action_probability_post_local_dwell_0p4_0p6_rate,policy_action_probability_post_local_p10,policy_action_probability_post_local_p50,policy_action_probability_post_local_p90,policy_action_probability_post_social_gt_0p5_rate,policy_action_probability_post_social_gt_0p7_rate,policy_action_probability_post_social_gt_0p9_rate,policy_action_probability_post_social_dwell_0p4_0p6_rate,policy_action_probability_post_social_p10,policy_action_probability_post_social_p50,policy_action_probability_post_social_p90,policy_probability_threshold_crossings_0p5_count,policy_probability_threshold_crossings_0p7_count,policy_probability_threshold_crossings_0p9_count,policy_probability_threshold_crossings_0p5_rate,policy_probability_threshold_crossings_0p7_rate,policy_probability_threshold_crossings_0p9_rate,action_flip_count,action_flip_rate,policy_pre_to_local_delta,policy_local_to_social_delta,policy_social_to_action_gap,action_rate_delta,mean_payoff_delta,realized_revision_rate,mean_local_loss,mean_social_loss,domain_effective_advantage_mean,domain_effective_advantage_positive_rate,domain_basin_action1_advantage_mean,domain_basin_action1_advantage_positive_rate,domain_basin_training_effective_advantage_mean,domain_basin_training_effective_advantage_positive_rate,domain_basin_training_effective_advantage_abs_mean,domain_basin_credit_positive_rate,domain_basin_score_delta_mean,domain_resource_fraction
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,3,50,10,True,0.6,1.0,0.9978420895338058,0.9978665310144424,0.9979143154621124,1.0,1.0,1.0,0.0,0.9969650328159332,0.9980212450027466,0.9984384298324585,1.0,1.0,1.0,0.0,0.9969962060451507,0.9980403482913971,0.9984543323516846,1.0,1.0,1.0,0.0,0.9970582962036133,0.9980794191360474,0.9984853029251098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4441480636627766e-05,4.7784447669951824e-05,-0.0020856845378876,0.0,0.0,1.0,0.0,0.015172038031741976,0.37499999999999994,1.0,0.0009123698752688303,1.0,0.18795618493763436,1.0,0.18795618493763436,1.0,0.0009123698752688303,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,0,12,True,0.2820000000000001,0.47,0.5045049899816513,0.5045049899816513,0.5045049899816513,0.53,0.01,0.0,0.81,0.4068837732076645,0.5043091475963593,0.6031935334205628,0.53,0.01,0.0,0.81,0.4068837732076645,0.5043091475963593,0.6031935334205628,0.53,0.01,0.0,0.81,0.4068837732076645,0.5043091475963593,0.6031935334205628,,,,,,,,,0.0,0.0,0.0345049899816513,,,0.0,0.0,0.0,,,,,,,,,,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,1,12,True,0.3180000000000001,0.53,0.5045049899816513,0.5045049899816513,0.5232268670201301,0.53,0.01,0.0,0.81,0.4068837732076645,0.5043091475963593,0.6031935334205628,0.53,0.01,0.0,0.81,0.4068837732076645,0.5043091475963593,0.6031935334205628,0.67,0.01,0.0,0.82,0.4287701785564423,0.5237403810024261,0.6218293488025666,22.0,0.0,0.0,0.22,0.0,0.0,48.0,0.48,0.0,0.01872187703847883,-0.0067731329798699225,0.06000000000000005,0.03600000000000003,1.0,0.0,0.6802927482128144,0.37499999999999994,1.0,0.0074192823836038875,1.0,0.19120964119180187,1.0,0.19120964119180187,0.53,0.0007185950361870008,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,2,12,True,0.3240000000000001,0.54,0.5232268670201301,0.5398300597071648,0.5756853291392326,0.67,0.01,0.0,0.82,0.4287701785564423,0.5237403810024261,0.6218293488025666,0.72,0.01,0.0,0.78,0.4436656981706619,0.5416838824748993,0.6403570353984833,0.86,0.03,0.0,0.6,0.49279999136924746,0.578446239233017,0.6739715099334717,19.0,2.0,0.0,0.19,0.02,0.0,37.0,0.37,0.016603192687034696,0.03585526943206785,0.03568532913923261,0.010000000000000009,0.006000000000000005,1.0,0.0,0.6783320701122284,0.37499999999999994,1.0,0.006827338815226804,1.0,0.19091366940761337,1.0,0.19091366940761337,0.54,0.0007906202475006863,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,3,12,True,0.3780000000000001,0.63,0.5756853291392326,0.592866479754448,0.6281937229633331,0.86,0.03,0.0,0.6,0.49279999136924746,0.578446239233017,0.6739715099334717,0.92,0.08,0.0,0.51,0.5122925400733948,0.5957011580467224,0.6885596752166749,0.96,0.2,0.0,0.37,0.5277780294418335,0.6252292096614838,0.737042236328125,10.0,17.0,0.0,0.1,0.17,0.0,47.0,0.47,0.0171811506152153,0.03532724320888514,-0.0018062770366669145,0.08999999999999997,0.05399999999999999,1.0,0.0,0.6631910157203674,0.37499999999999994,1.0,0.003335246706226335,1.0,0.18916762335311316,1.0,0.18916762335311316,0.63,0.0009950728543088993,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,4,12,True,0.3660000000000001,0.61,0.6281937229633331,0.6455920606851577,0.6802624401450157,0.96,0.2,0.0,0.37,0.5277780294418335,0.6252292096614838,0.737042236328125,0.96,0.23,0.0,0.27,0.5434661924839019,0.6416531503200531,0.7573334693908692,0.97,0.38,0.0,0.14,0.5881779491901398,0.6748049259185791,0.7904238164424897,1.0,18.0,0.0,0.01,0.18,0.0,46.0,0.46,0.01739833772182464,0.03467037945985796,0.0702624401450157,-0.020000000000000018,-0.01200000000000001,1.0,0.0,0.633457288146019,0.37499999999999994,1.0,0.00398958868151642,1.0,0.1894947943407581,1.0,0.1894947943407581,0.61,0.0009704479467258275,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,5,12,True,0.42000000000000015,0.7,0.6802624401450157,0.69725092202425,0.733601413667202,0.97,0.38,0.0,0.14,0.5881779491901398,0.6748049259185791,0.7904238164424897,0.97,0.47,0.0,0.09,0.604224568605423,0.691603273153305,0.8087429404258728,0.98,0.67,0.01,0.07,0.6306118786334991,0.7279525995254517,0.8460509955883027,1.0,29.0,1.0,0.01,0.29,0.01,41.0,0.41,0.016988481879234296,0.03635049164295201,0.03360141366720204,0.08999999999999997,0.05400000000000005,1.0,0.0,0.594822236597538,0.37499999999999994,1.0,0.0018128824390370112,1.0,0.18840644121951844,1.0,0.18840644121951844,0.7,0.0007543392011005134,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,6,12,True,0.46800000000000014,0.78,0.733601413667202,0.7498660948872566,0.7850939476490021,0.98,0.67,0.01,0.07,0.6306118786334991,0.7279525995254517,0.8460509955883027,0.99,0.77,0.04,0.07,0.6434823751449585,0.7462433278560638,0.8607376754283905,1.0,0.83,0.07,0.04,0.6755193829536438,0.7889167368412018,0.8902474164962769,2.0,18.0,6.0,0.02,0.18,0.06,36.0,0.36,0.016264681220054644,0.03522785276174545,0.005093947649002062,0.08000000000000007,0.04799999999999999,1.0,0.0,0.5404309597611427,0.37499999999999994,1.0,0.0007442203710616247,1.0,0.18787211018553077,1.0,0.18787211018553077,0.78,0.0004163239217220227,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,7,12,True,0.49800000000000016,0.83,0.7850939476490021,0.799883227944374,0.8304684990644455,1.0,0.83,0.07,0.04,0.6755193829536438,0.7889167368412018,0.8902474164962769,1.0,0.89,0.11,0.03,0.6889707982540131,0.8057378828525543,0.9014100193977356,1.0,0.92,0.25,0.02,0.7123570263385772,0.8457766771316528,0.9192300319671631,0.0,9.0,18.0,0.0,0.09,0.18,33.0,0.33,0.014789280295371965,0.030585271120071478,0.0004684990644455711,0.04999999999999993,0.030000000000000027,1.0,0.0,0.47739037573337556,0.37499999999999994,1.0,0.00039291950520176864,1.0,0.18769645975260082,1.0,0.18769645975260082,0.83,0.00024548992911415215,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,8,12,True,0.5700000000000002,0.95,0.8304684990644455,0.8433625519275665,0.8741368836164475,1.0,0.92,0.25,0.02,0.7123570263385772,0.8457766771316528,0.9192300319671631,1.0,0.94,0.27,0.01,0.7322966933250428,0.8596108555793762,0.9274334669113159,1.0,0.96,0.4,0.0,0.7752245962619781,0.8909797966480255,0.9457667469978333,0.0,4.0,15.0,0.0,0.04,0.15,18.0,0.18,0.012894052863120953,0.030774331688880996,-0.07586311638355248,0.12,0.07200000000000001,1.0,0.0,0.4121421040594578,0.37499999999999994,1.0,0.00019246200151405878,0.96,0.18759623100075695,1.0,0.18759623100075695,0.91,0.00017892432053621233,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,9,12,True,0.5760000000000001,0.96,0.8741368836164475,0.8846550965309143,0.9047827613353729,1.0,0.96,0.4,0.0,0.7752245962619781,0.8909797966480255,0.9457667469978333,1.0,0.96,0.5,0.0,0.790420514345169,0.9004119336605072,0.9498527824878693,1.0,0.99,0.68,0.0,0.8264298558235168,0.918481707572937,0.9554955303668976,0.0,3.0,28.0,0.0,0.03,0.28,7.0,0.07,0.010518212914466862,0.0201276648044586,-0.05521723866462702,0.010000000000000009,0.005999999999999894,1.0,0.0,0.3388682234287262,0.37499999999999994,1.0,0.00028483979992381393,0.97,0.18764241989996183,1.0,0.18764241989996183,0.95,0.0002772750823511994,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,10,12,True,0.5880000000000002,0.98,0.9047827613353729,0.912968965768814,0.928337961435318,1.0,0.99,0.68,0.0,0.8264298558235168,0.918481707572937,0.9554955303668976,1.0,0.99,0.76,0.0,0.8422593712806702,0.9259608089923859,0.9585716962814331,1.0,1.0,0.85,0.0,0.8754207611083984,0.9394769072532654,0.9647224068641662,0.0,1.0,17.0,0.0,0.01,0.17,6.0,0.06,0.008186204433441091,0.01536899566650396,-0.05166203856468199,0.020000000000000018,0.012000000000000122,1.0,0.0,0.2811291755735874,0.37499999999999994,1.0,0.00040068862671241434,1.0,0.18770034431335617,1.0,0.18770034431335617,0.98,0.000381039108207698,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,11,12,True,0.594,0.99,0.928337961435318,0.9345217335224152,0.9462601345777512,1.0,1.0,0.85,0.0,0.8754207611083984,0.9394769072532654,0.9647224068641662,1.0,1.0,0.89,0.0,0.8923970520496368,0.9457237124443054,0.9667628943920136,1.0,1.0,0.93,0.0,0.921681547164917,0.9573137164115906,0.969894552230835,0.0,0.0,8.0,0.0,0.0,0.08,3.0,0.03,0.006183772087097195,0.011738401055335967,-0.043739865422248836,0.010000000000000009,0.005999999999999783,1.0,0.0,0.2311954540014267,0.37499999999999994,1.0,0.0005355763554987836,1.0,0.18776778817774936,1.0,0.18776778817774936,0.99,0.0005233335296013153,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,12,12,True,0.6,1.0,0.9462601345777512,0.9508115124702453,0.9591651368141174,1.0,1.0,0.93,0.0,0.921681547164917,0.9573137164115906,0.969894552230835,1.0,1.0,0.95,0.0,0.9290116429328918,0.9611161053180695,0.9718006372451782,1.0,1.0,0.96,0.0,0.9424481570720673,0.965854823589325,0.9754412770271301,0.0,0.0,3.0,0.0,0.0,0.03,1.0,0.01,0.004551377892494157,0.008353624343872101,-0.040834863185882586,0.010000000000000009,0.006000000000000005,1.0,0.0,0.18953602761030197,0.37499999999999994,1.0,0.0007040134691521804,1.0,0.18785200673457603,1.0,0.18785200673457603,1.0,0.0007040134691521804,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,13,12,True,0.6,1.0,0.9591651368141174,0.9624406534433365,0.9681530344486237,1.0,1.0,0.96,0.0,0.9424481570720673,0.965854823589325,0.9754412770271301,1.0,1.0,0.97,0.0,0.9475659132003784,0.9680607616901398,0.9771653652191162,1.0,1.0,0.98,0.0,0.9566104948520661,0.9718465209007263,0.9803773164749146,0.0,0.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0032755166292190996,0.005712381005287148,-0.03184696555137634,0.0,0.0,1.0,0.0,0.15609306298196315,0.37499999999999994,1.0,0.000770695429443391,1.0,0.18788534771472168,1.0,0.18788534771472168,1.0,0.000770695429443391,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,14,12,True,0.6,1.0,0.9681530344486237,0.9705032193660736,0.9746208786964417,1.0,1.0,0.98,0.0,0.9566104948520661,0.9718465209007263,0.9803773164749146,1.0,1.0,0.99,0.0,0.9592690587043762,0.97395920753479,0.9820277154445648,1.0,1.0,1.0,0.0,0.9644835889339447,0.977921724319458,0.983933275938034,0.0,0.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0023501849174499823,0.0041176593303680065,-0.02537912130355835,0.0,0.0,1.0,0.0,0.13051365554332733,0.37499999999999994,1.0,0.0008167077402070933,1.0,0.18790835387010352,1.0,0.18790835387010352,1.0,0.0008167077402070933,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,15,12,True,0.6,1.0,0.9746208786964417,0.9763159441947937,0.9793157160282135,1.0,1.0,1.0,0.0,0.9644835889339447,0.977921724319458,0.983933275938034,1.0,1.0,1.0,0.0,0.9670815765857697,0.979208379983902,0.9848205208778381,1.0,1.0,1.0,0.0,0.971198046207428,0.9811182618141174,0.9864054679870605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016950654983520774,0.0029997718334198176,-0.020684283971786455,0.0,0.0,1.0,0.0,0.11051594614982604,0.37499999999999994,1.0,0.0008492805081038168,1.0,0.18792464025405187,1.0,0.18792464025405187,1.0,0.0008492805081038168,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,16,12,True,0.6,1.0,0.9793157160282135,0.9805559319257736,0.9827816343307495,1.0,1.0,1.0,0.0,0.971198046207428,0.9811182618141174,0.9864054679870605,1.0,1.0,1.0,0.0,0.9727632701396942,0.9819343686103821,0.987024450302124,1.0,1.0,1.0,0.0,0.9755235314369202,0.9838161170482635,0.988392174243927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012402158975600708,0.0022257024049758822,-0.0172183656692505,0.0,0.0,1.0,0.0,0.0948771721497178,0.37499999999999994,1.0,0.0008723631485903727,1.0,0.18793618157429517,1.0,0.18793618157429517,1.0,0.0008723631485903727,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,17,12,True,0.6,1.0,0.9827816343307495,0.9837076932191848,0.9853945451974869,1.0,1.0,1.0,0.0,0.9755235314369202,0.9838161170482635,0.988392174243927,1.0,1.0,1.0,0.0,0.9767332673072815,0.9847710728645325,0.9890528500080109,1.0,1.0,1.0,0.0,0.9789415419101715,0.9863754212856293,0.9901194989681243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009260588884353327,0.0016868519783020952,-0.014605454802513074,0.0,0.0,1.0,0.0,0.08255690343677997,0.37499999999999994,1.0,0.0008887813251254695,1.0,0.18794439066256266,1.0,0.18794439066256266,1.0,0.0008887813251254695,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,18,12,True,0.6,1.0,0.9853945451974869,0.9861010879278183,0.9874063837528229,1.0,1.0,1.0,0.0,0.9789415419101715,0.9863754212856293,0.9901194989681243,1.0,1.0,1.0,0.0,0.9800579071044921,0.9869880676269531,0.9904731571674347,1.0,1.0,1.0,0.0,0.981900441646576,0.9881317317485809,0.9913768410682678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007065427303313276,0.0013052958250046043,-0.012593616247177142,0.0,0.0,1.0,0.0,0.07274232033640146,0.37499999999999994,1.0,0.0009004821031832999,1.0,0.1879502410515916,1.0,0.1879502410515916,1.0,0.0009004821031832999,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,19,12,True,0.6,1.0,0.9874063837528229,0.9879564929008484,0.9889851772785186,1.0,1.0,1.0,0.0,0.981900441646576,0.9881317317485809,0.9913768410682678,1.0,1.0,1.0,0.0,0.9826957523822785,0.9885567128658295,0.9917443573474884,1.0,1.0,1.0,0.0,0.9846783995628356,0.989387035369873,0.9924330174922943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005501091480255571,0.0010286843776702304,-0.011014822721481354,0.0,0.0,1.0,0.0,0.06482483994215726,0.37499999999999994,1.0,0.0009088013714424093,1.0,0.18795440068572117,1.0,0.18795440068572117,1.0,0.0009088013714424093,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,20,12,True,0.6,1.0,0.9889851772785186,0.9894210302829742,0.9902443361282348,1.0,1.0,1.0,0.0,0.9846783995628356,0.989387035369873,0.9924330174922943,1.0,1.0,1.0,0.0,0.9854735553264617,0.9897868633270264,0.9927180528640747,1.0,1.0,1.0,0.0,0.9867041230201721,0.9906664490699768,0.9932111203670502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004358530044555886,0.0008233058452605801,-0.009755663871765186,0.0,0.0,1.0,0.0,0.05836034700274467,0.37499999999999994,1.0,0.0009146612263059329,1.0,0.18795733061315287,1.0,0.18795733061315287,1.0,0.0009146612263059329,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,21,12,True,0.6,1.0,0.9902443361282348,0.9905948787927628,0.9912627506256103,1.0,1.0,1.0,0.0,0.9867041230201721,0.9906664490699768,0.9932111203670502,1.0,1.0,1.0,0.0,0.9872413337230682,0.990967869758606,0.9933816015720367,1.0,1.0,1.0,0.0,0.9882059097290039,0.9915705025196075,0.9937593042850494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003505426645279419,0.0006678718328475552,-0.008737249374389688,0.0,0.0,1.0,0.0,0.05302471671253443,0.37499999999999994,1.0,0.0009187118014017226,1.0,0.1879593559007008,1.0,0.1879593559007008,1.0,0.0009187118014017226,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,22,12,True,0.6,1.0,0.9912627506256103,0.9915484744310379,0.9920969730615616,1.0,1.0,1.0,0.0,0.9882059097290039,0.9915705025196075,0.9937593042850494,1.0,1.0,1.0,0.0,0.9886014342308045,0.9918142259120941,0.9939819812774658,1.0,1.0,1.0,0.0,0.9893956124782562,0.9922490417957306,0.9941530227661133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002857238054275735,0.0005484986305237527,-0.007903026938438362,0.0,0.0,1.0,0.0,0.048576765470206736,0.37499999999999994,1.0,0.0009214227547372911,1.0,0.18796071137736856,1.0,0.18796071137736856,1.0,0.0009214227547372911,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,23,12,True,0.6,1.0,0.9920969730615616,0.9923328083753585,0.9927886372804642,1.0,1.0,1.0,0.0,0.9893956124782562,0.9922490417957306,0.9941530227661133,1.0,1.0,1.0,0.0,0.9897994339466095,0.9924733340740204,0.9943235337734222,1.0,1.0,1.0,0.0,0.9904813349246979,0.9929092228412628,0.9946269273757935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023583531379689493,0.00045582890510564855,-0.007211362719535819,0.0,0.0,1.0,0.0,0.04483336318284273,0.37499999999999994,1.0,0.000923139365611384,1.0,0.18796156968280558,1.0,0.18796156968280558,1.0,0.000923139365611384,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,24,12,True,0.6,1.0,0.9927886372804642,0.992985697388649,0.9933691608905793,1.0,1.0,1.0,0.0,0.9904813349246979,0.9929092228412628,0.9946269273757935,1.0,1.0,1.0,0.0,0.990783303976059,0.9931191205978394,0.9947285711765289,1.0,1.0,1.0,0.0,0.9913672506809235,0.9934397339820862,0.9949959456920624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001970601081847656,0.00038346350193030343,-0.00663083910942075,0.0,0.0,1.0,0.0,0.041652778200805186,0.37499999999999994,1.0,0.0009241194596389624,1.0,0.18796205972981941,1.0,0.18796205972981941,1.0,0.0009241194596389624,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,25,12,True,0.6,1.0,0.9933691608905793,0.9935360074043273,0.9938623023033142,1.0,1.0,1.0,0.0,0.9913672506809235,0.9934397339820862,0.9949959456920624,1.0,1.0,1.0,0.0,0.9916618525981903,0.9935716092586517,0.9951131820678711,1.0,1.0,1.0,0.0,0.9922481894493103,0.9938848316669464,0.995342493057251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001668465137480979,0.00032629489898683417,-0.006137697696685818,0.0,0.0,1.0,0.0,0.03892210509628057,0.37499999999999994,1.0,0.000924558534914125,1.0,0.187962279267457,1.0,0.187962279267457,1.0,0.000924558534914125,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,26,12,True,0.6,1.0,0.9938623023033142,0.9940052157640458,0.9942862451076507,1.0,1.0,1.0,0.0,0.9922481894493103,0.9938848316669464,0.995342493057251,1.0,1.0,1.0,0.0,0.9925045490264892,0.9939948320388794,0.9954413712024689,1.0,1.0,1.0,0.0,0.9928593158721923,0.9943032562732697,0.9956473410129547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014291346073158628,0.000281029343604966,-0.005713754892349265,0.0,0.0,1.0,0.0,0.03655491812154651,0.37499999999999994,1.0,0.0009246019248717974,1.0,0.18796230096243582,1.0,0.18796230096243582,1.0,0.0009246019248717974,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,27,12,True,0.6,1.0,0.9942862451076507,0.9944101083278656,0.9946546584367753,1.0,1.0,1.0,0.0,0.9928593158721923,0.9943032562732697,0.9956473410129547,1.0,1.0,1.0,0.0,0.9929908633232116,0.9944406449794769,0.995739883184433,1.0,1.0,1.0,0.0,0.9932886958122253,0.9946639239788055,0.9959103524684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001238632202148482,0.0002445501089096691,-0.005345341563224748,0.0,0.0,1.0,0.0,0.03448118740692735,0.37499999999999994,1.0,0.0009243593411804907,1.0,0.18796217967059017,1.0,0.18796217967059017,1.0,0.0009243593411804907,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,28,12,True,0.6,1.0,0.9946546584367753,0.9947631508111954,0.9949779725074768,1.0,1.0,1.0,0.0,0.9932886958122253,0.9946639239788055,0.9959103524684906,1.0,1.0,1.0,0.0,0.9933996737003327,0.9947740435600281,0.9959798872470855,1.0,1.0,1.0,0.0,0.993725848197937,0.9949734807014465,0.9961443066596984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001084923744201216,0.00021482169628139758,-0.005022027492523229,0.0,0.0,1.0,0.0,0.032647982519119975,0.37499999999999994,1.0,0.0009239125738664334,1.0,0.18796195628693316,1.0,0.18796195628693316,1.0,0.0009239125738664334,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,29,12,True,0.6,1.0,0.9949779725074768,0.9950738894939423,0.9952642041444778,1.0,1.0,1.0,0.0,0.993725848197937,0.9949734807014465,0.9961443066596984,1.0,1.0,1.0,0.0,0.9938798904418945,0.9951001405715942,0.9962264597415924,1.0,1.0,1.0,0.0,0.9941818237304687,0.9953336119651794,0.9963882625102997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.591698646549407e-05,0.0001903146505355391,-0.004735795855522196,0.0,0.0,1.0,0.0,0.031013974137604237,0.37499999999999994,1.0,0.0009233227395889054,1.0,0.18796166136979442,1.0,0.18796166136979442,1.0,0.0009233227395889054,1.0
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,30,12,True,0.6,1.0,0.9952642041444778,0.9953497117757797,0.9955196475982666,1.0,1.0,1.0,0.0,0.9941818237304687,0.9953336119651794,0.9963882625102997,1.0,1.0,1.0,0.0,0.9943034470081329,0.9954205453395844,0.9964594900608063,1.0,1.0,1.0,0.0,0.9945430994033814,0.9955571889877319,0.9965871512889862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.550763130188432e-05,0.00016993582248692185,-0.0044803524017333896,0.0,0.0,1.0,0.0,0.029546643253415824,0.37499999999999994,1.0,0.0009226360598298889,1.0,0.1879613180299149,1.0,0.1879613180299149,1.0,0.0009226360598298889,1.0
